,ERAIL Occurrence,model_type,LLM_Date,Date of occurrence,Date_Match,LLM_Time,Time of occurrence,Time_Match,LLM_Country,Country,Country_Match,LLM_AccidentType,Occurrence type,AccidentType_Match,LLM_RegulatoryBody,Reporting Body,RegulatoryBody_Match,LLM_ContributingFactor,"Direct cause description (including causal and contributing factors, excluding those of systemic nature)",ContributingFactors_Match,LLM_SystemicFactor,"Underlying and root causes description (i.e. systemic factors, if any)",SystemicFactors_Match
1160,PL-5362,gemini-2.5-pro,16/05/2017,16/05/2017,Match,20:09,20:09,Match,Poland,Poland,Match,Railway system performance,Wrong-side signalling failure,Mismatch,Państwowa Komisja Badania Wypadków Kolejowych,State Commission on Rail Accident Investigation,Mismatch,"Communication Means, Environment, Performance relevant factor","Faulty operation of an element of the circuit responsible for track occupancy control, i.e. receiver MER-111401/1, that consisted in a failure to display that track No 2 was occupied by train No 773095.",Mismatch,"Actions to address risks, Documented information, Monitoring, Safety Policy","1) Underlying causes: _x000D_
1.	The period of use of receiver MER-111401/1 was exceeded by two years, as according to the recommendation included in the analysis of the Railway Research Institute No 4430/10 of 28.09.2011 entitled Definition of Admissible Levels and Parameters of Distortions for Railway Traffic Control Devices (Okreslenie dopuszczalnych poziomów i parametrów zaklócen dla urzadzen sterowania ruchem kolejowym) the receiver should have been used for not longer than 20 years._x000D_
2.	The signalman of station Podstolice prepared the route and admitted train No 773074 to track No 2, occupied by train No 773095, despite an earlier entry in the Traffic Log that the latter train entered track No 2 and has not left it._x000D_
_x000D_
2) Indirect causes:_x000D_
1.	The Podstolice station signalman failed to comply with the provisions of the Podstolice Station Technical Regulations and with § 39(2) of Instruction Ir-1 as he did not check whether station track No 2 was free from any obstacles to admission of train No 773074._x000D_
2.	The signalman failed to properly follow the entry and halt of train No 773095 on the control panel. When following the entry of train No 773095 until it came to a halt on the control panel, the signalman was bound by the provisions of § 44(1) of Instruction Ir-1 and the provisions of the Station Technical Regulations – plot No 31. When train No 773095 came to a halt, the occupancy of station track No 2 expired and the track was displayed as free on the control panel. Yet at that time, the signalman did not follow the entry and halt of the train on the control panel; if he did, he would be able to notice that the display of occupancy of station track No 2 was erroneous._x000D_
3.	The signalman failed to identify the risk of an accident and failed to take actions aimed at preventing it; in particular, he did not stop train No 773074 – the entry in the Traffic Log unambiguously stated that train No 773095 occupied station track No 2._x000D_
_x000D_
3) Systemic causes:_x000D_
_x000D_
1.	PKP PLK S.A. failed to take adequate actions aimed at elimination or mitigation of the threats resulting from procedure SMS-PR02, i.e. despite the threats identified by the Railway Research Institute, presented in particular in the analysis by the Railway Research Institute No 4430/10 and in Technical and Traffic Documentation No DTR-94/SOT-2, the infrastructure manager failed to take actions aimed at withdrawal from use of receivers MER-111401/1 or the recommended change in the configuration of their fixture, which would result in elimination or mitigation of the threats. _x000D_
2.	Lack of adequate supervision of maintenance of railway traffic control devices at Podstolice station during technical and diagnostic maintenance, which resulted in a failure to take adequate actions by the infrastructure manager, which consisted in particular in:_x000D_
(a)	Failure to withdraw receivers MER111401/1 from use due to their age (over 20 years old) and unfavourable characteristics, which was described in the analysis by the Railway Research Institute No 4430/10 of 28.09.2011 entitled Definition of Admissible Levels and Parameters of Distortions for Railway Traffic Control Devices (Okreslenie dopuszczalnych poziomów i parametrów zaklócen dla urzadzen sterowania ruchem kolejowym)._x000D_
(b)	Failure to withdraw receivers MER111401/1 from use due to their inadmissible fixture in the same case as emitters SOT-22, circuit receivers SOT-1 or SOT-21, which resulted from the provisions of the Technical and Traffic Documentation (DTR) No DTR-94/SOT-2 developed by the manufacturer of Adtranz Zwus devices, kept at the traffic control office of Podstolice station (page 37 – see the note)._x000D_
(c)	Technical and Traffic Documentation (DTR) No DTR-94/SOT-2 available _x000D_
at Podstolice station has not been updated and did not include changes No “e” _x000D_
of 04.09.2002 or No “f” of 23.04.2003._x000D_
(d)	Ineffective inspections of traffic control devices by the manager of the Podstolice station, in particular in the case of devices having use restrictions.",Mismatch
1161,PL-5362,gemini-2.5-pro,16/05/2017,16/05/2017,Match,20:09,20:09,Match,Poland,Poland,Match,Other un-coded category C event types,Wrong-side signalling failure,Mismatch,Państwowa Komisja Badania Wypadków Kolejowych,State Commission on Rail Accident Investigation,Mismatch,"Awareness, Environment, Instructions, Performance relevant factor","Faulty operation of an element of the circuit responsible for track occupancy control, i.e. receiver MER-111401/1, that consisted in a failure to display that track No 2 was occupied by train No 773095.",Mismatch,"Actions to address risks, Monitoring, Operational planning and control, Safety Policy","1) Underlying causes: _x000D_
1.	The period of use of receiver MER-111401/1 was exceeded by two years, as according to the recommendation included in the analysis of the Railway Research Institute No 4430/10 of 28.09.2011 entitled Definition of Admissible Levels and Parameters of Distortions for Railway Traffic Control Devices (Okreslenie dopuszczalnych poziomów i parametrów zaklócen dla urzadzen sterowania ruchem kolejowym) the receiver should have been used for not longer than 20 years._x000D_
2.	The signalman of station Podstolice prepared the route and admitted train No 773074 to track No 2, occupied by train No 773095, despite an earlier entry in the Traffic Log that the latter train entered track No 2 and has not left it._x000D_
_x000D_
2) Indirect causes:_x000D_
1.	The Podstolice station signalman failed to comply with the provisions of the Podstolice Station Technical Regulations and with § 39(2) of Instruction Ir-1 as he did not check whether station track No 2 was free from any obstacles to admission of train No 773074._x000D_
2.	The signalman failed to properly follow the entry and halt of train No 773095 on the control panel. When following the entry of train No 773095 until it came to a halt on the control panel, the signalman was bound by the provisions of § 44(1) of Instruction Ir-1 and the provisions of the Station Technical Regulations – plot No 31. When train No 773095 came to a halt, the occupancy of station track No 2 expired and the track was displayed as free on the control panel. Yet at that time, the signalman did not follow the entry and halt of the train on the control panel; if he did, he would be able to notice that the display of occupancy of station track No 2 was erroneous._x000D_
3.	The signalman failed to identify the risk of an accident and failed to take actions aimed at preventing it; in particular, he did not stop train No 773074 – the entry in the Traffic Log unambiguously stated that train No 773095 occupied station track No 2._x000D_
_x000D_
3) Systemic causes:_x000D_
_x000D_
1.	PKP PLK S.A. failed to take adequate actions aimed at elimination or mitigation of the threats resulting from procedure SMS-PR02, i.e. despite the threats identified by the Railway Research Institute, presented in particular in the analysis by the Railway Research Institute No 4430/10 and in Technical and Traffic Documentation No DTR-94/SOT-2, the infrastructure manager failed to take actions aimed at withdrawal from use of receivers MER-111401/1 or the recommended change in the configuration of their fixture, which would result in elimination or mitigation of the threats. _x000D_
2.	Lack of adequate supervision of maintenance of railway traffic control devices at Podstolice station during technical and diagnostic maintenance, which resulted in a failure to take adequate actions by the infrastructure manager, which consisted in particular in:_x000D_
(a)	Failure to withdraw receivers MER111401/1 from use due to their age (over 20 years old) and unfavourable characteristics, which was described in the analysis by the Railway Research Institute No 4430/10 of 28.09.2011 entitled Definition of Admissible Levels and Parameters of Distortions for Railway Traffic Control Devices (Okreslenie dopuszczalnych poziomów i parametrów zaklócen dla urzadzen sterowania ruchem kolejowym)._x000D_
(b)	Failure to withdraw receivers MER111401/1 from use due to their inadmissible fixture in the same case as emitters SOT-22, circuit receivers SOT-1 or SOT-21, which resulted from the provisions of the Technical and Traffic Documentation (DTR) No DTR-94/SOT-2 developed by the manufacturer of Adtranz Zwus devices, kept at the traffic control office of Podstolice station (page 37 – see the note)._x000D_
(c)	Technical and Traffic Documentation (DTR) No DTR-94/SOT-2 available _x000D_
at Podstolice station has not been updated and did not include changes No “e” _x000D_
of 04.09.2002 or No “f” of 23.04.2003._x000D_
(d)	Ineffective inspections of traffic control devices by the manager of the Podstolice station, in particular in the case of devices having use restrictions.",Mismatch
1162,PL-5362,gpt-4o-mini,16/05/2017,16/05/2017,Match,20:10,20:09,Mismatch,Poland,Poland,Match,Collisions,Wrong-side signalling failure,Mismatch,State Commission on Railway Accidents,State Commission on Rail Accident Investigation,Mismatch,Reinforcement,"Faulty operation of an element of the circuit responsible for track occupancy control, i.e. receiver MER-111401/1, that consisted in a failure to display that track No 2 was occupied by train No 773095.",Mismatch,Actions to address risks,"1) Underlying causes: _x000D_
1.	The period of use of receiver MER-111401/1 was exceeded by two years, as according to the recommendation included in the analysis of the Railway Research Institute No 4430/10 of 28.09.2011 entitled Definition of Admissible Levels and Parameters of Distortions for Railway Traffic Control Devices (Okreslenie dopuszczalnych poziomów i parametrów zaklócen dla urzadzen sterowania ruchem kolejowym) the receiver should have been used for not longer than 20 years._x000D_
2.	The signalman of station Podstolice prepared the route and admitted train No 773074 to track No 2, occupied by train No 773095, despite an earlier entry in the Traffic Log that the latter train entered track No 2 and has not left it._x000D_
_x000D_
2) Indirect causes:_x000D_
1.	The Podstolice station signalman failed to comply with the provisions of the Podstolice Station Technical Regulations and with § 39(2) of Instruction Ir-1 as he did not check whether station track No 2 was free from any obstacles to admission of train No 773074._x000D_
2.	The signalman failed to properly follow the entry and halt of train No 773095 on the control panel. When following the entry of train No 773095 until it came to a halt on the control panel, the signalman was bound by the provisions of § 44(1) of Instruction Ir-1 and the provisions of the Station Technical Regulations – plot No 31. When train No 773095 came to a halt, the occupancy of station track No 2 expired and the track was displayed as free on the control panel. Yet at that time, the signalman did not follow the entry and halt of the train on the control panel; if he did, he would be able to notice that the display of occupancy of station track No 2 was erroneous._x000D_
3.	The signalman failed to identify the risk of an accident and failed to take actions aimed at preventing it; in particular, he did not stop train No 773074 – the entry in the Traffic Log unambiguously stated that train No 773095 occupied station track No 2._x000D_
_x000D_
3) Systemic causes:_x000D_
_x000D_
1.	PKP PLK S.A. failed to take adequate actions aimed at elimination or mitigation of the threats resulting from procedure SMS-PR02, i.e. despite the threats identified by the Railway Research Institute, presented in particular in the analysis by the Railway Research Institute No 4430/10 and in Technical and Traffic Documentation No DTR-94/SOT-2, the infrastructure manager failed to take actions aimed at withdrawal from use of receivers MER-111401/1 or the recommended change in the configuration of their fixture, which would result in elimination or mitigation of the threats. _x000D_
2.	Lack of adequate supervision of maintenance of railway traffic control devices at Podstolice station during technical and diagnostic maintenance, which resulted in a failure to take adequate actions by the infrastructure manager, which consisted in particular in:_x000D_
(a)	Failure to withdraw receivers MER111401/1 from use due to their age (over 20 years old) and unfavourable characteristics, which was described in the analysis by the Railway Research Institute No 4430/10 of 28.09.2011 entitled Definition of Admissible Levels and Parameters of Distortions for Railway Traffic Control Devices (Okreslenie dopuszczalnych poziomów i parametrów zaklócen dla urzadzen sterowania ruchem kolejowym)._x000D_
(b)	Failure to withdraw receivers MER111401/1 from use due to their inadmissible fixture in the same case as emitters SOT-22, circuit receivers SOT-1 or SOT-21, which resulted from the provisions of the Technical and Traffic Documentation (DTR) No DTR-94/SOT-2 developed by the manufacturer of Adtranz Zwus devices, kept at the traffic control office of Podstolice station (page 37 – see the note)._x000D_
(c)	Technical and Traffic Documentation (DTR) No DTR-94/SOT-2 available _x000D_
at Podstolice station has not been updated and did not include changes No “e” _x000D_
of 04.09.2002 or No “f” of 23.04.2003._x000D_
(d)	Ineffective inspections of traffic control devices by the manager of the Podstolice station, in particular in the case of devices having use restrictions.",Mismatch
1163,PL-5362,gpt-4o-mini,16/05/2017,16/05/2017,Match,20:09,20:09,Match,Poland,Poland,Match,Collision of train with a train/rail vehicle,Wrong-side signalling failure,Mismatch,State Commission for Railway Accidents Investigation,State Commission on Rail Accident Investigation,Mismatch,"Environment, Performance relevant factor","Faulty operation of an element of the circuit responsible for track occupancy control, i.e. receiver MER-111401/1, that consisted in a failure to display that track No 2 was occupied by train No 773095.",Mismatch,"Learning from accidents and incidents, Monitoring","1) Underlying causes: _x000D_
1.	The period of use of receiver MER-111401/1 was exceeded by two years, as according to the recommendation included in the analysis of the Railway Research Institute No 4430/10 of 28.09.2011 entitled Definition of Admissible Levels and Parameters of Distortions for Railway Traffic Control Devices (Okreslenie dopuszczalnych poziomów i parametrów zaklócen dla urzadzen sterowania ruchem kolejowym) the receiver should have been used for not longer than 20 years._x000D_
2.	The signalman of station Podstolice prepared the route and admitted train No 773074 to track No 2, occupied by train No 773095, despite an earlier entry in the Traffic Log that the latter train entered track No 2 and has not left it._x000D_
_x000D_
2) Indirect causes:_x000D_
1.	The Podstolice station signalman failed to comply with the provisions of the Podstolice Station Technical Regulations and with § 39(2) of Instruction Ir-1 as he did not check whether station track No 2 was free from any obstacles to admission of train No 773074._x000D_
2.	The signalman failed to properly follow the entry and halt of train No 773095 on the control panel. When following the entry of train No 773095 until it came to a halt on the control panel, the signalman was bound by the provisions of § 44(1) of Instruction Ir-1 and the provisions of the Station Technical Regulations – plot No 31. When train No 773095 came to a halt, the occupancy of station track No 2 expired and the track was displayed as free on the control panel. Yet at that time, the signalman did not follow the entry and halt of the train on the control panel; if he did, he would be able to notice that the display of occupancy of station track No 2 was erroneous._x000D_
3.	The signalman failed to identify the risk of an accident and failed to take actions aimed at preventing it; in particular, he did not stop train No 773074 – the entry in the Traffic Log unambiguously stated that train No 773095 occupied station track No 2._x000D_
_x000D_
3) Systemic causes:_x000D_
_x000D_
1.	PKP PLK S.A. failed to take adequate actions aimed at elimination or mitigation of the threats resulting from procedure SMS-PR02, i.e. despite the threats identified by the Railway Research Institute, presented in particular in the analysis by the Railway Research Institute No 4430/10 and in Technical and Traffic Documentation No DTR-94/SOT-2, the infrastructure manager failed to take actions aimed at withdrawal from use of receivers MER-111401/1 or the recommended change in the configuration of their fixture, which would result in elimination or mitigation of the threats. _x000D_
2.	Lack of adequate supervision of maintenance of railway traffic control devices at Podstolice station during technical and diagnostic maintenance, which resulted in a failure to take adequate actions by the infrastructure manager, which consisted in particular in:_x000D_
(a)	Failure to withdraw receivers MER111401/1 from use due to their age (over 20 years old) and unfavourable characteristics, which was described in the analysis by the Railway Research Institute No 4430/10 of 28.09.2011 entitled Definition of Admissible Levels and Parameters of Distortions for Railway Traffic Control Devices (Okreslenie dopuszczalnych poziomów i parametrów zaklócen dla urzadzen sterowania ruchem kolejowym)._x000D_
(b)	Failure to withdraw receivers MER111401/1 from use due to their inadmissible fixture in the same case as emitters SOT-22, circuit receivers SOT-1 or SOT-21, which resulted from the provisions of the Technical and Traffic Documentation (DTR) No DTR-94/SOT-2 developed by the manufacturer of Adtranz Zwus devices, kept at the traffic control office of Podstolice station (page 37 – see the note)._x000D_
(c)	Technical and Traffic Documentation (DTR) No DTR-94/SOT-2 available _x000D_
at Podstolice station has not been updated and did not include changes No “e” _x000D_
of 04.09.2002 or No “f” of 23.04.2003._x000D_
(d)	Ineffective inspections of traffic control devices by the manager of the Podstolice station, in particular in the case of devices having use restrictions.",Mismatch
1164,PL-5371,gemini-2.5-pro,02/12/2016,02/12/2016,Match,04:11,04:11,Match,Poland,Poland,Match,Other collision type,Trains collision,Mismatch,Państwowa Komisja Badania Wypadków Kolejowych,State Commission on Rail Accident Investigation,Mismatch,Fatigue,Cargo train No TME 452012 hit the back of cargo train No TME 362012.,Mismatch,,"1) Underlying cause_x000D_
The speed of train No TME 452012 did not match the status of lack of displayed signals at the semaphores of the ABS block signals (doubtful signal). _x000D_
(Ir-1 § 62(6)(17), Ie-1 § 2(7) and (8))_x000D_
_x000D_
2) Indirect causes:_x000D_
?	Continuity of lighting of the S1 signal at the semaphores of the automatic block was not ensured in a situation where there was a power outage at the railway traffic control devices from the non-traction demand line._x000D_
?	Passive behaviour of the signalman of the Myszków station in a situation of atypical readings at ABS blocks and information from the engine driver of train No 362012 that he stopped the train on the route (all ABS blocks displayed as busy although there were only two trains on the route). (Ir-1 § 29(4)(2) and § 63(13))_x000D_
?	The back of train No TME 362012 was marked with a Pc5 signal with signal shields not furnished with adequate reflective materials and with irregular dimensions, contrary to the provisions of the instruction (Ie-1 § 14(1)(5) and Ie-102 Part II)._x000D_
_x000D_
3)     Systemic causes:_x000D_
?	Withdrawal from use of the Pc5 light signal at night at specified railway routes and lines also using a multiple block automatic line block without earlier examinations or expert opinions defining potential effects of such a decision._x000D_
?	When line No 4 (Central Rail Line) was designed and built, it was not taken into account that on route _x000D_
Góra Wlodowska – Zawiercie line No 1 runs in parallel (on a section of about 5.5 km) with the route Myszków – Zawiercie, both routes furnished with a multi-block ABS, where sections for two blocks on both lines are virtually overlapping with different varieties of the automatic block, and semaphores are not set on one plane perpendicularly to the track and continuity of lighting of the red light for line No 1 is not ensured in the case of a power outage for the ABS from the non-traction demand line, and the ensured continuity of lighting of displays of the semaphores for line No 4 could cause the engine driver to erroneously read these indications as signals for line No 1 at night and in bad weather.",LLM_Data_Missing
1165,PL-5371,gemini-2.5-pro,02/12/2016,02/12/2016,Match,04:11,04:11,Match,Poland,Poland,Match,Collisions,Trains collision,Mismatch,Państwowa Komisja Badania Wypadków Kolejowych,State Commission on Rail Accident Investigation,Mismatch,"Communication Means, Performance relevant factor",Cargo train No TME 452012 hit the back of cargo train No TME 362012.,Mismatch,,"1) Underlying cause_x000D_
The speed of train No TME 452012 did not match the status of lack of displayed signals at the semaphores of the ABS block signals (doubtful signal). _x000D_
(Ir-1 § 62(6)(17), Ie-1 § 2(7) and (8))_x000D_
_x000D_
2) Indirect causes:_x000D_
?	Continuity of lighting of the S1 signal at the semaphores of the automatic block was not ensured in a situation where there was a power outage at the railway traffic control devices from the non-traction demand line._x000D_
?	Passive behaviour of the signalman of the Myszków station in a situation of atypical readings at ABS blocks and information from the engine driver of train No 362012 that he stopped the train on the route (all ABS blocks displayed as busy although there were only two trains on the route). (Ir-1 § 29(4)(2) and § 63(13))_x000D_
?	The back of train No TME 362012 was marked with a Pc5 signal with signal shields not furnished with adequate reflective materials and with irregular dimensions, contrary to the provisions of the instruction (Ie-1 § 14(1)(5) and Ie-102 Part II)._x000D_
_x000D_
3)     Systemic causes:_x000D_
?	Withdrawal from use of the Pc5 light signal at night at specified railway routes and lines also using a multiple block automatic line block without earlier examinations or expert opinions defining potential effects of such a decision._x000D_
?	When line No 4 (Central Rail Line) was designed and built, it was not taken into account that on route _x000D_
Góra Wlodowska – Zawiercie line No 1 runs in parallel (on a section of about 5.5 km) with the route Myszków – Zawiercie, both routes furnished with a multi-block ABS, where sections for two blocks on both lines are virtually overlapping with different varieties of the automatic block, and semaphores are not set on one plane perpendicularly to the track and continuity of lighting of the red light for line No 1 is not ensured in the case of a power outage for the ABS from the non-traction demand line, and the ensured continuity of lighting of displays of the semaphores for line No 4 could cause the engine driver to erroneously read these indications as signals for line No 1 at night and in bad weather.",LLM_Data_Missing
1166,PL-5371,gpt-4o-mini,02/12/2016,02/12/2016,Match,04:11,04:11,Match,Poland,Poland,Match,Collisions,Trains collision,Mismatch,State Commission for Railway Accidents Investigation,State Commission on Rail Accident Investigation,Mismatch,"Communication, Performance relevant factor",Cargo train No TME 452012 hit the back of cargo train No TME 362012.,Mismatch,Information and communication,"1) Underlying cause_x000D_
The speed of train No TME 452012 did not match the status of lack of displayed signals at the semaphores of the ABS block signals (doubtful signal). _x000D_
(Ir-1 § 62(6)(17), Ie-1 § 2(7) and (8))_x000D_
_x000D_
2) Indirect causes:_x000D_
?	Continuity of lighting of the S1 signal at the semaphores of the automatic block was not ensured in a situation where there was a power outage at the railway traffic control devices from the non-traction demand line._x000D_
?	Passive behaviour of the signalman of the Myszków station in a situation of atypical readings at ABS blocks and information from the engine driver of train No 362012 that he stopped the train on the route (all ABS blocks displayed as busy although there were only two trains on the route). (Ir-1 § 29(4)(2) and § 63(13))_x000D_
?	The back of train No TME 362012 was marked with a Pc5 signal with signal shields not furnished with adequate reflective materials and with irregular dimensions, contrary to the provisions of the instruction (Ie-1 § 14(1)(5) and Ie-102 Part II)._x000D_
_x000D_
3)     Systemic causes:_x000D_
?	Withdrawal from use of the Pc5 light signal at night at specified railway routes and lines also using a multiple block automatic line block without earlier examinations or expert opinions defining potential effects of such a decision._x000D_
?	When line No 4 (Central Rail Line) was designed and built, it was not taken into account that on route _x000D_
Góra Wlodowska – Zawiercie line No 1 runs in parallel (on a section of about 5.5 km) with the route Myszków – Zawiercie, both routes furnished with a multi-block ABS, where sections for two blocks on both lines are virtually overlapping with different varieties of the automatic block, and semaphores are not set on one plane perpendicularly to the track and continuity of lighting of the red light for line No 1 is not ensured in the case of a power outage for the ABS from the non-traction demand line, and the ensured continuity of lighting of displays of the semaphores for line No 4 could cause the engine driver to erroneously read these indications as signals for line No 1 at night and in bad weather.",Mismatch
1167,PL-5371,gpt-4o-mini,02/12/2016,02/12/2016,Match,04:11,04:11,Match,Polska,Poland,Mismatch,Terrorism,Trains collision,Mismatch,Państwowa Komisja Badania Wypadków Kolejowych,State Commission on Rail Accident Investigation,Mismatch,Niedostosowanie prędkości pociągu TME 452012,Cargo train No TME 452012 hit the back of cargo train No TME 362012.,Mismatch,"Brak wyświetlanych sygnałów, Przepisy wewnętrzne podmiotów uczestniczących w wypadku","1) Underlying cause_x000D_
The speed of train No TME 452012 did not match the status of lack of displayed signals at the semaphores of the ABS block signals (doubtful signal). _x000D_
(Ir-1 § 62(6)(17), Ie-1 § 2(7) and (8))_x000D_
_x000D_
2) Indirect causes:_x000D_
?	Continuity of lighting of the S1 signal at the semaphores of the automatic block was not ensured in a situation where there was a power outage at the railway traffic control devices from the non-traction demand line._x000D_
?	Passive behaviour of the signalman of the Myszków station in a situation of atypical readings at ABS blocks and information from the engine driver of train No 362012 that he stopped the train on the route (all ABS blocks displayed as busy although there were only two trains on the route). (Ir-1 § 29(4)(2) and § 63(13))_x000D_
?	The back of train No TME 362012 was marked with a Pc5 signal with signal shields not furnished with adequate reflective materials and with irregular dimensions, contrary to the provisions of the instruction (Ie-1 § 14(1)(5) and Ie-102 Part II)._x000D_
_x000D_
3)     Systemic causes:_x000D_
?	Withdrawal from use of the Pc5 light signal at night at specified railway routes and lines also using a multiple block automatic line block without earlier examinations or expert opinions defining potential effects of such a decision._x000D_
?	When line No 4 (Central Rail Line) was designed and built, it was not taken into account that on route _x000D_
Góra Wlodowska – Zawiercie line No 1 runs in parallel (on a section of about 5.5 km) with the route Myszków – Zawiercie, both routes furnished with a multi-block ABS, where sections for two blocks on both lines are virtually overlapping with different varieties of the automatic block, and semaphores are not set on one plane perpendicularly to the track and continuity of lighting of the red light for line No 1 is not ensured in the case of a power outage for the ABS from the non-traction demand line, and the ensured continuity of lighting of displays of the semaphores for line No 4 could cause the engine driver to erroneously read these indications as signals for line No 1 at night and in bad weather.",Mismatch
1168,PL-5422,gemini-2.5-pro,30/08/2017,30/08/2017,Match,21:53,21:53,Match,Poland,Poland,Match,Traction motor failure (electrical),Trains collision,Mismatch,State Commission on Rail Accident Investigation,State Commission on Rail Accident Investigation,Match,"Awareness, Fatigue, Performance relevant factor, Reinforcement","The freight train TMS 564024 failed to stop before the L2 signposting semaphore, giving the signal S1 ""STOP"" and entered the intersection No. 24, which was in the way of the train no. MPE 54170.",Mismatch,"Actions to address risks, Consultation of staff and other parties","Primary causes_x000D_
Driver's insufficient observation of the route of the TMS 564024 train while driving on the secondary main track No. 32 in the Smetowo station, resulting in driver's lack of reaction to the transmitted ""Stop"" signal on the L2 semaphore, resulting in entry into gauge track No. 2 at the No. 24 intersection. _x000D_
_x000D_
Indirect causes_x000D_
Switching off the train's SHP and CA alertness devices on the S200-303 locomotive; by closing the pneumatic valves of these devices in the pneumatic cabinet of the locomotive, which significantly contributed to reducing the driver's vigilance while driving the train. _x000D_
_x000D_
Systemic causes_x000D_
Failure to assess and evaluate risk in the Safety Management System_x000D_
in the scope of the safety routes used after the speed increase to 120 km / h through the station on the main primary tracks, in the situation where switches No. 24 and 25 take part_x000D_
in the course of z231 and z232, which are located in sections of the safety road, and are not dependent on these tracks. The internal regulations of the manager do not specify such situations, in particular when using a multi-block automatic line blockade on adjacent routes.",Mismatch
1169,PL-5422,gemini-2.5-pro,30/08/2017,30/08/2017,Match,21:53,21:53,Match,Poland,Poland,Match,Derailment of train,Trains collision,Mismatch,State Commission on Rail Accident Investigation,State Commission on Rail Accident Investigation,Match,"Awareness, Fatigue, Performance relevant factor, Reinforcement","The freight train TMS 564024 failed to stop before the L2 signposting semaphore, giving the signal S1 ""STOP"" and entered the intersection No. 24, which was in the way of the train no. MPE 54170.",Mismatch,Actions to address risks,"Primary causes_x000D_
Driver's insufficient observation of the route of the TMS 564024 train while driving on the secondary main track No. 32 in the Smetowo station, resulting in driver's lack of reaction to the transmitted ""Stop"" signal on the L2 semaphore, resulting in entry into gauge track No. 2 at the No. 24 intersection. _x000D_
_x000D_
Indirect causes_x000D_
Switching off the train's SHP and CA alertness devices on the S200-303 locomotive; by closing the pneumatic valves of these devices in the pneumatic cabinet of the locomotive, which significantly contributed to reducing the driver's vigilance while driving the train. _x000D_
_x000D_
Systemic causes_x000D_
Failure to assess and evaluate risk in the Safety Management System_x000D_
in the scope of the safety routes used after the speed increase to 120 km / h through the station on the main primary tracks, in the situation where switches No. 24 and 25 take part_x000D_
in the course of z231 and z232, which are located in sections of the safety road, and are not dependent on these tracks. The internal regulations of the manager do not specify such situations, in particular when using a multi-block automatic line blockade on adjacent routes.",Mismatch
1170,PL-5422,gpt-4o-mini,30/08/2017,30/08/2017,Match,21:53,21:53,Match,Poland,Poland,Match,Collision of train with a train/rail vehicle,Trains collision,Mismatch,State Commission on Rail Accident Investigation,State Commission on Rail Accident Investigation,Match,"Awareness, Fatigue","The freight train TMS 564024 failed to stop before the L2 signposting semaphore, giving the signal S1 ""STOP"" and entered the intersection No. 24, which was in the way of the train no. MPE 54170.",Mismatch,Safety Policy,"Primary causes_x000D_
Driver's insufficient observation of the route of the TMS 564024 train while driving on the secondary main track No. 32 in the Smetowo station, resulting in driver's lack of reaction to the transmitted ""Stop"" signal on the L2 semaphore, resulting in entry into gauge track No. 2 at the No. 24 intersection. _x000D_
_x000D_
Indirect causes_x000D_
Switching off the train's SHP and CA alertness devices on the S200-303 locomotive; by closing the pneumatic valves of these devices in the pneumatic cabinet of the locomotive, which significantly contributed to reducing the driver's vigilance while driving the train. _x000D_
_x000D_
Systemic causes_x000D_
Failure to assess and evaluate risk in the Safety Management System_x000D_
in the scope of the safety routes used after the speed increase to 120 km / h through the station on the main primary tracks, in the situation where switches No. 24 and 25 take part_x000D_
in the course of z231 and z232, which are located in sections of the safety road, and are not dependent on these tracks. The internal regulations of the manager do not specify such situations, in particular when using a multi-block automatic line blockade on adjacent routes.",Mismatch
1171,PL-5422,gpt-4o-mini,30/08/2017,30/08/2017,Match,21:53,21:53,Match,Poland,Poland,Match,Derailment of train,Trains collision,Mismatch,State Commission on Rail Accident Investigation,State Commission on Rail Accident Investigation,Match,Awareness,"The freight train TMS 564024 failed to stop before the L2 signposting semaphore, giving the signal S1 ""STOP"" and entered the intersection No. 24, which was in the way of the train no. MPE 54170.",Mismatch,Actions to address risks,"Primary causes_x000D_
Driver's insufficient observation of the route of the TMS 564024 train while driving on the secondary main track No. 32 in the Smetowo station, resulting in driver's lack of reaction to the transmitted ""Stop"" signal on the L2 semaphore, resulting in entry into gauge track No. 2 at the No. 24 intersection. _x000D_
_x000D_
Indirect causes_x000D_
Switching off the train's SHP and CA alertness devices on the S200-303 locomotive; by closing the pneumatic valves of these devices in the pneumatic cabinet of the locomotive, which significantly contributed to reducing the driver's vigilance while driving the train. _x000D_
_x000D_
Systemic causes_x000D_
Failure to assess and evaluate risk in the Safety Management System_x000D_
in the scope of the safety routes used after the speed increase to 120 km / h through the station on the main primary tracks, in the situation where switches No. 24 and 25 take part_x000D_
in the course of z231 and z232, which are located in sections of the safety road, and are not dependent on these tracks. The internal regulations of the manager do not specify such situations, in particular when using a multi-block automatic line blockade on adjacent routes.",Mismatch
