,ERAIL Occurrence,model_type,LLM_Date,Date of occurrence,Date_Match,LLM_Time,Time of occurrence,Time_Match,LLM_Country,Country,Country_Match,LLM_AccidentType,Occurrence type,AccidentType_Match,LLM_RegulatoryBody,Reporting Body,RegulatoryBody_Match,LLM_ContributingFactor,"Direct cause description (including causal and contributing factors, excluding those of systemic nature)",ContributingFactors_Match,LLM_SystemicFactor,"Underlying and root causes description (i.e. systemic factors, if any)",SystemicFactors_Match
53,AT-0143,gemini-2.5-pro,02/01/2012,02/01/2012,Match,08:40,08:40,Match,Austria,Austria,Match,Collision with a person at a level crossing,Level crossing accident,Mismatch,Sicherheitsuntersuchungsstelle des Bundes-Schiene,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,Non-observance of level crossing rules by pedestrian,"Human error. Failure to observe the rules for road users (pedestrian) for the use of a level crossing secured by St. Andrews cross, stop sign and visible space.",Mismatch,,,Match (Both Missing)
54,AT-0143,gpt-4o-mini,02/01/2012,02/01/2012,Match,08:40,08:40,Match,Österreich,Austria,Mismatch,Zusammenprall,Level crossing accident,Mismatch,"Bundesministerium für Verkehr, Innovation und Technologie",Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,Nichteinhaltung der Bestimmungen der EKVO,"Human error. Failure to observe the rules for road users (pedestrian) for the use of a level crossing secured by St. Andrews cross, stop sign and visible space.",Mismatch,Technische Sicherung der EK,,ERAIL_Data_Missing
55,AT-0143,gpt-4o-mini,02/01/2012,02/01/2012,Match,08:40,08:40,Match,Austria,Austria,Match,Collision,Level crossing accident,Mismatch,Bundesanstalt für Verkehr,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,Non-compliance with level crossing regulations,"Human error. Failure to observe the rules for road users (pedestrian) for the use of a level crossing secured by St. Andrews cross, stop sign and visible space.",Mismatch,Behavior of road users at level crossings,,ERAIL_Data_Missing
56,AT-0147,gemini-2.5-pro,17/06/2012,17/06/2012,Match,18:56,18:56,Match,Austria,Austria,Match,Collision with mudslide,Trains collision with an obstacle,Mismatch,Sicherheitsuntersuchungsstelle des Bundes - Schiene,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,"Change in the hydrogeological condition above the railway line, Heavy rain","Als Ursachen sind das Zusammenwirken einer_x000D_
- Veränderung des hydrogeologischen Zustandes oberhalb der Bahntrasse und_x000D_
- Starkregen_x000D_
anzusehen. 
The causes are the interaction of a_x000D_
- Change in the hydrogeological state above the rail tracks, and_x000D_
- Heavy rain",Mismatch,Suspected unauthorized dam construction diverting water," 
",Mismatch
57,AT-0147,gemini-2.5-pro,17/06/2012,17/06/2012,Match,18:56,18:56,Match,Austria,Austria,Match,Kollision mit Mure,Trains collision with an obstacle,Mismatch,Sicherheitsuntersuchungsstelle des Bundes - Schiene,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,"Starkregen, Veränderung des hydrogeologischen Zustandes oberhalb der Bahntrasse","Als Ursachen sind das Zusammenwirken einer_x000D_
- Veränderung des hydrogeologischen Zustandes oberhalb der Bahntrasse und_x000D_
- Starkregen_x000D_
anzusehen. 
The causes are the interaction of a_x000D_
- Change in the hydrogeological state above the rail tracks, and_x000D_
- Heavy rain",Mismatch,," 
",LLM_Data_Missing
58,AT-0147,gpt-4o-mini,17/06/2012,17/06/2012,Match,18:56,18:56,Match,Österreich,Austria,Mismatch,Kollision,Trains collision with an obstacle,Mismatch,Sicherheitsuntersuchungsstelle des Bundes,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,"Starkregen, Veränderung des hydrogeologischen Zustandes","Als Ursachen sind das Zusammenwirken einer_x000D_
- Veränderung des hydrogeologischen Zustandes oberhalb der Bahntrasse und_x000D_
- Starkregen_x000D_
anzusehen. 
The causes are the interaction of a_x000D_
- Change in the hydrogeological state above the rail tracks, and_x000D_
- Heavy rain",Mismatch,Unzureichende Genehmigung des Dammes," 
",Mismatch
59,AT-0147,gpt-4o-mini,17/06/2012,17/06/2012,Match,18:56,18:56,Match,Österreich,Austria,Mismatch,Kollision mit Mure,Trains collision with an obstacle,Mismatch,Bundesanstalt für Verkehr,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,"Hydrogeologischen Zustand, Starkregen","Als Ursachen sind das Zusammenwirken einer_x000D_
- Veränderung des hydrogeologischen Zustandes oberhalb der Bahntrasse und_x000D_
- Starkregen_x000D_
anzusehen. 
The causes are the interaction of a_x000D_
- Change in the hydrogeological state above the rail tracks, and_x000D_
- Heavy rain",Mismatch,Damm ohne Genehmigung," 
",Mismatch
60,AT-0165,gemini-2.5-pro,27/01/2012,27/01/2012,Match,14:55,14:55,Match,Austria,Austria,Match,Shunting Collision,Accident to persons caused by RS in motion,Mismatch,Sicherheitsuntersuchungsstelle des Bundes,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,"Exceeding permitted speed, Incorrect setting of switch 232, Lack of binding shunting route clearance","Falsche Stellung der Weiche 232. _x000D_
Bei der Bildung der Verschubstraße für die 1. Reserve wurde die Weiche 232 anstelle in Richtung Gleis 207 irrtümlich in Richtung Gleis 209 gestellt, wobei das Gleis 209 unmittelbar ab der Grenzmarke mit einer Fahrzeuggruppe besetzt war. 
Wrong position of the switch 232. In the formation of the shunting for the first reserve the switch 232 instead of being turned in the direction of track 207, was erroneously set in the direction of the track 209, the track 209 was directly occupied from the limit mark with a vehicle group.",Mismatch,"Lack of technical safety measures, Poor communication and documentation discipline"," 
",Mismatch
61,AT-0165,gemini-2.5-pro,27/01/2012,27/01/2012,Match,14:55,14:55,Match,Austria,Austria,Match,Shunting Collision,Accident to persons caused by RS in motion,Mismatch,Sicherheitsuntersuchungsstelle des Bundes,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,"Exceeding the permissible speed, Incorrect position of switch 232, No binding route clearance message was given by the signaller","Falsche Stellung der Weiche 232. _x000D_
Bei der Bildung der Verschubstraße für die 1. Reserve wurde die Weiche 232 anstelle in Richtung Gleis 207 irrtümlich in Richtung Gleis 209 gestellt, wobei das Gleis 209 unmittelbar ab der Grenzmarke mit einer Fahrzeuggruppe besetzt war. 
Wrong position of the switch 232. In the formation of the shunting for the first reserve the switch 232 instead of being turned in the direction of track 207, was erroneously set in the direction of the track 209, the track 209 was directly occupied from the limit mark with a vehicle group.",Mismatch,"Deficiencies in communication and documentation discipline, Lack of technical safety systems to prevent accidents, Reliance on human factor for safety"," 
",Mismatch
62,AT-0165,gpt-4o-mini,27/01/2012,27/01/2012,Match,14:55,14:55,Match,Austria,Austria,Match,Verschubkollision,Accident to persons caused by RS in motion,Mismatch,Oberste Eisenbahnbehörde,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,Falsche Stellung der Weiche,"Falsche Stellung der Weiche 232. _x000D_
Bei der Bildung der Verschubstraße für die 1. Reserve wurde die Weiche 232 anstelle in Richtung Gleis 207 irrtümlich in Richtung Gleis 209 gestellt, wobei das Gleis 209 unmittelbar ab der Grenzmarke mit einer Fahrzeuggruppe besetzt war. 
Wrong position of the switch 232. In the formation of the shunting for the first reserve the switch 232 instead of being turned in the direction of track 207, was erroneously set in the direction of the track 209, the track 209 was directly occupied from the limit mark with a vehicle group.",Mismatch,Einhaltung der normativen Bestimmungen," 
",Mismatch
63,AT-0165,gpt-4o-mini,27/01/2012,27/01/2012,Match,14:55,14:55,Match,Austria,Austria,Match,Verschubkollision,Accident to persons caused by RS in motion,Mismatch,Oberste Eisenbahnbehörde,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,Falsche Stellung der Weiche 232,"Falsche Stellung der Weiche 232. _x000D_
Bei der Bildung der Verschubstraße für die 1. Reserve wurde die Weiche 232 anstelle in Richtung Gleis 207 irrtümlich in Richtung Gleis 209 gestellt, wobei das Gleis 209 unmittelbar ab der Grenzmarke mit einer Fahrzeuggruppe besetzt war. 
Wrong position of the switch 232. In the formation of the shunting for the first reserve the switch 232 instead of being turned in the direction of track 207, was erroneously set in the direction of the track 209, the track 209 was directly occupied from the limit mark with a vehicle group.",Mismatch,Mensch als Faktor," 
",Mismatch
64,AT-0185,gemini-2.5-pro,26/06/2012,26/06/2012,Match,17:55,17:55,Match,Austria,Austria,Match,Level Crossing Accident,Level crossing accident,Mismatch,Sicherheitsuntersuchungsstelle des Bundes - Schiene,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,"Human error of the road user, Missing warning sign for level crossing without barriers","Aufgrund der vorliegenden Erkenntnisse ist davon auszugehen, dass die Ursache in einer menschlichen Fehlhandlung des Straßenverkehrsteilnehmers begründet ist. 
On the basis of the findings to hand it is to be assumed that the cause of the accident was a human error by a road user.",Mismatch,"Discrepancies in the timetable, Reduction of speed breaks in the timetable"," 
",Mismatch
65,AT-0185,gemini-2.5-pro,26/06/2012,26/06/2012,Match,17:55,17:55,Match,Austria,Austria,Match,Level crossing collision,Level crossing accident,Mismatch,Sicherheitsuntersuchungsstelle des Bundes - Schiene,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,"Human error of the car driver, Missing 'level crossing without barriers' warning sign, Train exceeding timetable speed","Aufgrund der vorliegenden Erkenntnisse ist davon auszugehen, dass die Ursache in einer menschlichen Fehlhandlung des Straßenverkehrsteilnehmers begründet ist. 
On the basis of the findings to hand it is to be assumed that the cause of the accident was a human error by a road user.",Mismatch,"Failure to implement required safety signage, Inconsistencies and speed breaks in the timetable"," 
",Mismatch
66,AT-0185,gpt-4o-mini,26/06/2012,26/06/2012,Match,17:55,17:55,Match,Österreich,Austria,Mismatch,Kollision,Level crossing accident,Mismatch,"Bundesministerium für Verkehr, Innovation und Technologie",Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,menschliche Fehlhandlung,"Aufgrund der vorliegenden Erkenntnisse ist davon auszugehen, dass die Ursache in einer menschlichen Fehlhandlung des Straßenverkehrsteilnehmers begründet ist. 
On the basis of the findings to hand it is to be assumed that the cause of the accident was a human error by a road user.",Mismatch,fehlende Sicherheitszeichen," 
",Mismatch
67,AT-0185,gpt-4o-mini,26/06/2012,26/06/2012,Match,17:55,17:55,Match,Österreich,Austria,Mismatch,Zusammenstoß,Level crossing accident,Mismatch,"Bundesministerium für Verkehr, Innovation und Technologie",Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,Menschliches Versagen,"Aufgrund der vorliegenden Erkenntnisse ist davon auszugehen, dass die Ursache in einer menschlichen Fehlhandlung des Straßenverkehrsteilnehmers begründet ist. 
On the basis of the findings to hand it is to be assumed that the cause of the accident was a human error by a road user.",Mismatch,Fehlende Sicherung der Eisenbahnkreuzung," 
",Mismatch
68,AT-0235,gemini-2.5-pro,06/07/2012,06/07/2012,Match,09:57,09:57,Match,Austria,Austria,Match,Collision and Derailment,Level crossing accident,Mismatch,Sicherheitsuntersuchungsstelle des Bundes,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,,"Auf Grund der vorliegenden Erkenntnisse ist davon auszugehen, dass die Ursache in einer menschlichen Fehlhandlung des Straßenverkehrsteilnehmers begründet ist. 
Based on the current findings it can be assumed that the cause is due to a human error of road user.",LLM_Data_Missing,," 
",LLM_Data_Missing
69,AT-0235,gemini-2.5-pro,06/07/2012,06/07/2012,Match,09:57,09:57,Match,Austria,Austria,Match,Collision and Derailment,Level crossing accident,Mismatch,Sicherheitsuntersuchungsstelle des Bundes - Schiene,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,Road user action at level crossing,"Auf Grund der vorliegenden Erkenntnisse ist davon auszugehen, dass die Ursache in einer menschlichen Fehlhandlung des Straßenverkehrsteilnehmers begründet ist. 
Based on the current findings it can be assumed that the cause is due to a human error of road user.",Mismatch,," 
",LLM_Data_Missing
70,AT-0235,gpt-4o-mini,06/07/2012,06/07/2012,Match,09:57,09:57,Match,Österreich,Austria,Mismatch,Kollision,Level crossing accident,Mismatch,Bundesanstalt für Verkehr,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,"Fehlende Sicherheitsmaßnahmen, Mangelnde Sichtbarkeit","Auf Grund der vorliegenden Erkenntnisse ist davon auszugehen, dass die Ursache in einer menschlichen Fehlhandlung des Straßenverkehrsteilnehmers begründet ist. 
Based on the current findings it can be assumed that the cause is due to a human error of road user.",Mismatch,Unzureichende Schilder," 
",Mismatch
71,AT-0235,gpt-4o-mini,06/07/2012,06/07/2012,Match,09:57,09:57,Match,Austria,Austria,Match,Collision with Tractor,Level crossing accident,Mismatch,Niederösterreichische Verkehrsorganisationsgesellschaft,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,Inadequate Crossings Safety,"Auf Grund der vorliegenden Erkenntnisse ist davon auszugehen, dass die Ursache in einer menschlichen Fehlhandlung des Straßenverkehrsteilnehmers begründet ist. 
Based on the current findings it can be assumed that the cause is due to a human error of road user.",Mismatch,Insufficient Driver Awareness," 
",Mismatch
72,AT-0299,gemini-2.5-pro,28/09/2012,28/09/2012,Match,05:46,05:46,Match,Austria,Austria,Match,Derailment,Train derailment,Mismatch,Sicherheitsuntersuchungsstelle des Bundes,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,"Authorization of train movement without adequate route testing and securing, Switch thrown immediately before train passage, Technical fault restricting safety installation availability","Die Ursache der Entgleisung ergibt sich aus einem Zusammentreffen sowohl der Zulassung der Fahrt des P-Zuges durch Einschaltung des Ersatzsignals am AS „O 102“ ohne ausreichende Fahrstraßenprüfung und -sicherung als auch der Umstellung einer Weiche unmittelbar vor dem Befahren durch den P Zug bei Erkennen der unrichtigen Stellung. Zum Zeitpunkt des Unfalls war die örtliche Sicherungsanlage bedingt durch eine technische Störung nur eingeschränkt verfügbar. Für die Abwicklung von Zugfahrten musste ein besonderes betriebliches und sicherungstechnisches Verfahren angewendet werden. 
The cause of the derailment resulting from a coincidence of both the approval of the journey of the P-train by switching on the replacement signal at AS ""O 102"" without adequate driveway testing and assurance as well as the conversion of a switch immediately before driving through the P train at recognizing the incorrect position. At the time of the accident, the local security system was available only conditionally restricted by a technical fault. For the settlement of a special train operating and security technical procedure had to be applied.",Mismatch,"Delayed rectification of safety installation fault, Inadequate procedures for continuing operations during a fault, Need for review of operational procedures"," 
",Mismatch
73,AT-0299,gemini-2.5-pro,28/09/2012,28/09/2012,Match,05:46,05:46,Match,Austria,Austria,Match,Derailment,Train derailment,Mismatch,Sicherheitsuntersuchungsstelle des Bundes,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,"Authorization of train movement without adequate route testing and securing, Limited availability of the local safety installation due to a technical fault, Throwing a switch immediately before the train passed","Die Ursache der Entgleisung ergibt sich aus einem Zusammentreffen sowohl der Zulassung der Fahrt des P-Zuges durch Einschaltung des Ersatzsignals am AS „O 102“ ohne ausreichende Fahrstraßenprüfung und -sicherung als auch der Umstellung einer Weiche unmittelbar vor dem Befahren durch den P Zug bei Erkennen der unrichtigen Stellung. Zum Zeitpunkt des Unfalls war die örtliche Sicherungsanlage bedingt durch eine technische Störung nur eingeschränkt verfügbar. Für die Abwicklung von Zugfahrten musste ein besonderes betriebliches und sicherungstechnisches Verfahren angewendet werden. 
The cause of the derailment resulting from a coincidence of both the approval of the journey of the P-train by switching on the replacement signal at AS ""O 102"" without adequate driveway testing and assurance as well as the conversion of a switch immediately before driving through the P train at recognizing the incorrect position. At the time of the accident, the local security system was available only conditionally restricted by a technical fault. For the settlement of a special train operating and security technical procedure had to be applied.",Mismatch,"Delayed rectification of safety equipment faults, Inadequate operational procedures for degraded operations"," 
",Mismatch
